residual_score,mahalanobis_d2
0.0762425642974653,0.11516988954357577
0.09061068100156237,0.11921098000868004
0.09251430857688192,0.12310189632674502
0.0762425642974653,0.11516988954357577
0.08754587598631326,0.12094563172360351
0.0762425642974653,0.11516988954357577
0.0762425642974653,0.11516988954357577
0.07787537646277502,0.11750193976267453
0.07822570479571817,0.10663468979894228
0.0786642523641644,0.10052583065831039
0.07335457557693802,0.10209694343530411
0.08501796636196841,0.12630294074330575
0.08789691489213543,0.1318938198538326
0.08833358307115691,0.12841416206255468
0.08179207050302709,0.12386699960453983
0.09500028621573188,0.12913281872188417
0.08651928523911663,0.11944426663881247
0.09293331039067325,0.1269871334730693
0.0775116493476783,0.11761895075166533
0.0762425642974653,0.11516988954357577
0.08139506398869774,0.12213166770385142
0.07950936980338878,0.11840799292053521
0.07619590347167897,0.11797555412647652
0.09191624422977474,0.12485478619413483
0.06657582872067713,0.11694683401870269
0.07457197383499108,0.11327450470703926
0.07132193271910524,0.11387660310406653
0.09488012314712811,0.13958960601227996
0.0766676462612723,0.10569784269021308
0.08203598070868219,0.1261414162580098
0.0762425642974653,0.11516988954357577
0.08651928523911663,0.11944426663881247
0.0762425642974653,0.11516988954357577
0.0762425642974653,0.11516988954357577
0.07619590347167897,0.11797555412647652
0.07619590347167897,0.11797555412647652
0.0775116493476783,0.11761895075166533
0.07481013099751319,0.11472946663098427
0.07443379705899976,0.11589162478719887
0.06978656655143574,0.10832694265105688
0.07682422120565703,0.122935404950735
0.08993863044689943,0.12736727289144617
0.0985418065334455,0.13438951837220783
0.08769826824839372,0.13856634470835935
0.08369931312588223,0.10140889823012907
0.0762425642974653,0.11516988954357577
0.08903189018398515,0.11631722900304184
0.0762425642974653,0.11516988954357577
0.0762425642974653,0.11516988954357577
0.09061068100156237,0.11921098000868004
0.08627679093610024,0.1183636751823395
0.06787144266047579,0.11009296416717887
0.0762425642974653,0.11516988954357577
0.10128072661384109,0.12153576154027708
0.07467673093536743,0.10731030823955988
0.08416547498217815,0.1385412901642245
0.11855301762763436,0.14402654996172523
0.09832638423141636,0.12679873173060754
0.11054604045817913,0.152440373560827
0.08604484278586964,0.12649357037822678
0.07493877401480635,0.1155459932474269
0.092677656826621,0.1208890816284559
0.09187976605177539,0.12179467935664355
0.09061068100156237,0.11921098000868004
0.07619590347167897,0.11797555412647652
0.0762425642974653,0.11516988954357577
0.07950936980338878,0.11840799292053521
0.092677656826621,0.1208890816284559
0.06878601981705912,0.10233359634282689
0.07995704282819906,0.11513141790561214
0.08367060422838124,0.1205222062755807
0.09028398450208418,0.12478948121176046
0.05844442853586987,0.10679316528684729
0.10008082475731817,0.11349929434480406
0.10137152843745618,0.18044585930152574
0.08579057765796111,0.11518755831825629
0.08579057765796111,0.11518755831825629
0.06935548512880539,0.10960653984964491
0.06935548512880539,0.10960653984964491
0.08223955936457288,0.11415654092447791
0.084358144358009,0.11518465424252798
0.08579057765796111,0.11518755831825629
0.07142246095386402,0.11120254377699161
0.07966179194816403,0.1252698532183566
0.0733559640130817,0.09781508783947754
0.07572881413442638,0.10830013933897514
0.07670366600629752,0.10839014315632234
0.07043999520518644,0.1242851406967376
0.07302926751360352,0.10255900496651604
0.07879223071353177,0.11518707390324939
0.08191472260683053,0.11330108166152347
0.0789976635453502,0.11269152200448743
0.08579057765796111,0.11518755831825629
0.08579057765796111,0.11518755831825629
0.08579057765796111,0.11518755831825629
0.08579057765796111,0.11518755831825629
0.0912452235266689,0.12049770725062194
0.08104962036763716,0.11966202961282603
0.05420491742418771,0.09648875257630118
0.08467278695290416,0.13671097797281895
0.08820971070211932,0.1055176537528572
0.08745074114020747,0.10271086600860907
0.06292319279659751,0.11937236272266645
0.07915690581475943,0.1100787266898297
0.10198694904640908,0.1382618966610701
0.08579057765796111,0.11518755831825629
0.07826895596419471,0.10929285050784952
0.07890349848930124,0.11050487201752972
0.07890349848930124,0.11050487201752972
0.08144166858972728,0.11545540669704851
0.084358144358009,0.11518465424252798
0.08579057765796111,0.11518755831825629
0.08253366283596675,0.11940949862074686
0.07754586498504784,0.11992407975199447
0.09033803670539609,0.1220151417155274
0.07578239503214614,0.10520200528268855
0.07703021872887901,0.13152157143529117
0.08966643270909168,0.11756323257870537
0.10920366623394612,0.14386252910350164
0.09617706595163178,0.12404141376839747
0.08104962036763716,0.11966202961282603
0.07030170515061838,0.10766568703058202
0.08104962036763716,0.11966202961282603
0.08396609613591886,0.11919020166781351
0.08396609613591886,0.11919020166781351
0.08104962036763716,0.11966202961282603
0.08396609613591886,0.11919020166781351
0.08396609613591886,0.11919020166781351
0.0837897666565998,0.12482903803744529
0.07523168783384539,0.11507483004671502
0.08571590004779749,0.12658977225867385
0.06760018680045327,0.10533686671595288
0.0795581117534917,0.12719472627039266
0.0760891833146078,0.12316819351794585
0.07841109551388355,0.11296365829280991
0.06321058158628373,0.09942353242015421
0.09255558801601614,0.13270172778116118
0.05604733291793281,0.09399525996637936
0.07785123059894061,0.100253625469075
0.06646465638771153,0.10469858569316115
0.06619984518471489,0.11416220412006096
0.059016962063473115,0.10919420096886123
0.07539093010325465,0.11134838590288303
0.056399820517081985,0.10613379496793705
0.061527183995807845,0.10252955235186523
0.05845814170245201,0.10346334565454615
0.060094750695855736,0.1025482279340147
0.07615281400569303,0.10626874525295762
0.06579364617337966,0.08579831590704531
0.06042084357730291,0.10788890088018314
0.05604733291793281,0.09399525996637936
0.07785123059894061,0.100253625469075
0.06646465638771153,0.10469858569316115
0.06619984518471489,0.11416220412006096
0.059016962063473115,0.10919420096886123
0.07539093010325465,0.11134838590288303
0.056399820517081985,0.10613379496793705
0.061527183995807845,0.10252955235186523
0.05845814170245201,0.10346334565454615
0.060094750695855736,0.1025482279340147
0.07615281400569303,0.10626874525295762
0.06579364617337966,0.08579831590704531
0.06042084357730291,0.10788890088018314
0.07772974508153437,0.1145458361040379
0.06527814070454101,0.10360174741767023
0.06646465638771153,0.10469858569316115
0.06619984518471489,0.11416220412006096
0.059016962063473115,0.10919420096886123
0.07539093010325465,0.11134838590288303
0.056399820517081985,0.10613379496793705
0.061527183995807845,0.10252955235186523
0.05845814170245201,0.10346334565454615
0.060094750695855736,0.1025482279340147
0.07615281400569303,0.10626874525295762
0.06579364617337966,0.08579831590704531
0.06042084357730291,0.10788890088018314
0.07772974508153437,0.1145458361040379
0.06527814070454101,0.10360174741767023
0.06338022859272578,0.11133829736567583
0.0521322200257425,0.0971401502597385
0.07539093010325465,0.11134838590288303
0.056399820517081985,0.10613379496793705
0.061527183995807845,0.10252955235186523
0.05845814170245201,0.10346334565454615
0.060094750695855736,0.1025482279340147
0.07615281400569303,0.10626874525295762
0.06579364617337966,0.08579831590704531
0.06042084357730291,0.10788890088018314
0.07772974508153437,0.1145458361040379
0.06527814070454101,0.10360174741767023
0.06338022859272578,0.11133829736567583
0.0521322200257425,0.0971401502597385
0.04976036104116849,0.09944478724772345
0.06534674060503244,0.09692075066864896
0.06190746139300579,0.09612757104131135
0.056399820517081985,0.10613379496793705
0.061527183995807845,0.10252955235186523
0.05845814170245201,0.10346334565454615
0.060094750695855736,0.1025482279340147
0.07615281400569303,0.10626874525295762
0.06579364617337966,0.08579831590704531
0.06042084357730291,0.10788890088018314
