robustpca_score,manifold_score
0.056319633173931405,3.32422620912632e-06
0.057619088293780756,5.135813185032629e-34
0.05761908829378062,1.2889687388216657e-34
0.05794645795707021,1.8337844262653678e-07
0.06270684037109049,0.00388011313574021
0.056319633173931294,3.324226209126349e-06
0.057946457957070145,1.8337844262653678e-07
0.05761908829378079,5.135813185032629e-34
0.05761908829378079,3.209883240645393e-35
0.05761908829378079,5.135813185032629e-34
0.05462414600577684,0.0013693565320898621
0.06356275836802718,0.003116750889430505
0.055337524184063264,7.127092469169371e-06
0.06570582961720038,0.001764152403169077
0.05761908829378079,3.209883240645393e-35
0.07365104956926923,0.014921612628016882
0.3081211001541574,0.02414100951305165
0.055042751723035264,0.0016062018655232995
0.16451551194390712,0.008655872227686967
0.0593659356259611,0.006436088552503628
0.07341390855878738,0.008816002525573215
0.07973585830702364,0.015419740656886309
0.08149168311640703,0.003776920739310546
0.039540304808101445,0.0028279366268305645
0.11178547446315949,0.00525987406255581
0.06760124285638852,0.005398975302510291
0.13060903935572,0.020094430248360145
0.08048024852068629,0.023994911887893836
0.06240955554210143,0.008711617174166894
0.09853079755050716,0.09851447559075165
0.1228336903610447,0.0005683019849108092
0.059798783450375724,0.011489068614628813
0.13418053850232722,0.01988303347706719
0.06390879747844179,0.00485931900249009
0.12070808154886674,0.06015424225370241
0.05526648706640844,0.0060166288211811565
0.15463318892038524,0.02290249252391618
0.06981927430210434,0.0038686235177387723
0.0736276326488084,0.006203217270622486
0.09505565913021995,0.0012346297782351188
0.08520727821883269,0.021232052087912862
0.14259319401335666,0.025078364712122863
0.1300971670920676,0.027443334704963834
0.14078844886023778,0.0311049048654969
0.1484980228180782,0.013524968089640653
0.11540604940112831,0.0006168978777499217
0.06745889576446865,0.004219803889948973
0.039059951163500806,0.008709170556705927
0.09133828229808649,0.011179561163246922
0.07558247867700645,0.0020630718510105156
0.1317482068615229,0.006295749955168821
0.09640973802503507,0.010484767439618068
0.08830334860201315,0.012279228764253242
0.0895631287378817,0.00466289591949513
0.11768880781260942,0.020071954656754938
0.16517965786005775,0.004204558692077665
0.15244495352099058,0.006698412880571654
0.07060259609371719,0.00883022809646604
0.14967651595387502,0.01235954920892656
0.17345574057415528,0.0034237165149521073
0.06712059801005828,0.0017660602530441298
0.07707954947317837,0.07436434892567655
0.1143942916456055,0.0021152517321187964
0.10665139519432183,0.0075685484444879825
0.056114346262448773,0.004558978161817394
0.10662832047958766,0.003971838328729175
0.13132856173631105,0.0025165171361012993
0.12984771619770286,0.004360558406637274
0.1687831224585851,0.0011782713787204916
0.12528215430274162,0.001364581506411379
0.11598958664548058,0.005415093970930925
0.12138403171486163,0.0020494033285266204
0.12234938387387223,0.004660641227858739
0.07164932596694158,0.007756246671343268
0.17523017017483652,0.01609854997519337
0.08991259360575454,0.013516567882271124
0.08712824318751618,0.0021065174357877835
