pca_q_residual,pca_hotelling_t2,kpca_recon,ae_recon
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
2.3697464568320964e-32,0.11914305352434473,3.215469718649292e-05,0.00036580348036400513
1.723105447118955e-32,0.12303175279607462,5.510695262630444e-05,0.0004322312435793186
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
2.0169226110956875e-32,0.12087671683373266,4.861865653478092e-05,0.00026407066943533544
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
2.0854335565132127e-32,0.11743498709044517,0.0003574091704173239,0.0009207402902629537
1.961953360599635e-32,0.10657392929193443,0.00013858057141808542,0.00020133208252675098
1.5752502003467267e-32,0.10046855098272173,6.409264521752123e-05,0.0002336547420159206
1.4416388104548623e-32,0.10203876853875987,2.9589692215444647e-05,0.00015477224815234073
1.9026582908925568e-32,0.12623097325570287,0.00013567841110356967,0.0010218923272646008
2.0850197825017232e-32,0.13181866668012684,0.00034874653579643585,0.0008139776806961643
1.2414724977452409e-32,0.12834099159984105,0.00024695000453532373,0.00039277009307383805
2.1169179972056368e-32,0.12379642011758582,0.000168252187331119,0.0007994236863209437
2.073634727882559e-32,0.1290592387681966,0.0001566086150149623,0.0009755426555206557
1.6447140798513184e-32,0.11937620722762239,0.00012235021036801098,0.0006836456922809279
2.2134151121275388e-32,0.1269147761320591,0.0001715819034039873,0.0009338508384024837
2.3010975867440749e-32,0.11755193140650783,0.00014744652504811425,0.000465294456316142
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.669653367998364e-32,0.1220620770100032,0.00014713445952281194,0.0005507309404956128
1.421990814212318e-32,0.11834052397870026,0.00012321183346863224,0.0004889802693789857
1.8852045507715475e-32,0.11790833158851283,0.00010034663558945051,0.00047623907574820913
1.5477781137051093e-32,0.12478364386581915,0.00018675594843040302,0.000489285606244585
1.6869942606616944e-32,0.11688019764604252,0.00010143049218399924,0.0005763609265586764
1.9245256204694534e-32,0.1132099608297134,0.00024035799443312497,0.0006801973101452845
1.9395719481599787e-32,0.11381171615073099,0.0001921945319690786,0.0009174292858890515
1.4687222002978078e-32,0.13951006777523606,0.0002855052666646715,0.001484031016207018
2.5477570520174194e-32,0.10563761599922164,0.0001291183793333517,0.00035610791904420146
2.55928003130708e-32,0.1260695408071507,0.00030060817110243973,0.0011032988494940538
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.6447140798513184e-32,0.11937620722762239,0.00012235021036801098,0.0006836456922809279
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.8852045507715475e-32,0.11790833158851283,0.00010034663558945051,0.00047623907574820913
1.8852045507715475e-32,0.11790833158851283,0.00010034663558945051,0.00047623907574820913
2.3010975867440749e-32,0.11755193140650783,0.00014744652504811425,0.000465294456316142
2.0499618389827993e-32,0.11466409371552516,0.00016179267757005582,0.0004433056370454546
2.2669800387058088e-32,0.11582558967336015,8.3502848184505e-05,0.0006124386224424047
1.5672756466707484e-32,0.10826521789740964,2.2653407428276607e-05,0.0002694889350277438
2.340807353240653e-32,0.12286535628694553,0.00013491370684664986,0.0004096963966792226
1.0944643905685051e-32,0.1272946989467788,0.00012966138333622332,0.0003835161382577166
1.1312652003782481e-32,0.13431294314806422,0.0002546858354342191,0.0004036364692202688
1.2060605345109944e-32,0.13848738952618944,0.0005400467191142305,0.0008446107494965368
1.6942164979531465e-32,0.10135111538213483,9.492476880495569e-05,0.00028567743393158866
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.6627195186543135e-32,0.11625095137967839,1.3506643456276655e-05,0.0004012331648310722
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
2.3697464568320964e-32,0.11914305352434473,3.215469718649292e-05,0.00036580348036400513
1.4406357219421604e-32,0.11829623149277703,3.466401293997105e-05,0.00022901859131362255
2.2156219068554827e-32,0.11003023313346552,6.560553730425838e-05,0.0003459916900754501
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.4414381927523218e-32,0.12146651039410042,6.851709335725207e-05,0.0005533867470415328
1.3930893264401005e-32,0.10724916276477962,5.914992013026958e-05,0.0003835426958996341
2.2019799030827396e-32,0.13846234925814818,0.00013763632757402821,0.0012510789839854923
1.573645258726404e-32,0.14394448355149078,4.365134641825382e-05,0.0006228597729988242
1.9556213643632058e-32,0.12672648174101758,4.22252172688048e-05,0.000287198655177871
1.6235990666589478e-32,0.15235351294911154,0.0002383676175778421,0.0007226056736693593
1.5055480873203684e-32,0.1264214942697493,0.0001409115206938468,0.00038420970657174425
1.4775493792095825e-32,0.11548015507463644,8.619166431459922e-05,0.0004358941423643159
1.6408647276838256e-32,0.12082019896086146,2.4813459267539426e-05,0.0003980773819647969
1.721914279510122e-32,0.12172528067894756,4.631317984396416e-05,0.000409112287230396
2.3697464568320964e-32,0.11914305352434473,3.215469718649292e-05,0.00036580348036400513
1.8852045507715475e-32,0.11790833158851283,0.00010034663558945051,0.00047623907574820913
1.799942027191904e-32,0.11510426567489007,0.00013375420817758295,0.0004288458421183253
1.421990814212318e-32,0.11834052397870026,0.00012321183346863224,0.0004889802693789857
1.6408647276838256e-32,0.12082019896086146,2.4813459267539426e-05,0.0003980773819647969
1.1629933602327428e-32,0.10227528660132104,4.275161637295615e-07,0.00011435149973403459
2.3079060500240375e-32,0.11506581595808772,8.141512778386122e-05,0.0006736187406072447
1.6067471796455595e-32,0.12045353265377136,7.361782558235088e-05,0.00030039282267360705
1.7584141627660543e-32,0.12471837609426101,0.00012584152676237256,0.0004595072935400387
1.6482750440714093e-32,0.10673231448041613,0.00026216926141704706,0.0009432095354086938
9.679804147571263e-33,0.11343462238221452,4.6405951134676967e-05,0.0002673176721029561
1.5086451231033347e-32,0.18034304114807773,0.0007087957104453995,0.001968461624265306
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
1.6508830742044337e-32,0.10954408598078484,0.00010601100658110613,0.0003639292456793671
1.6508830742044337e-32,0.10954408598078484,0.00010601100658110613,0.0003639292456793671
2.3416098240508142e-32,0.11409149446241282,1.1973073600873303e-05,0.0003117742997539235
2.3073041969164165e-32,0.11511902196090844,2.512878977359519e-05,0.00030529276407617714
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
1.7150807390173415e-32,0.11113918050418434,8.934590039034967e-05,0.0003641905433314947
1.695620821870929e-32,0.1251984743846141,0.0001279013607609323,0.0010205258701040637
2.066362336165472e-32,0.09775935274669163,4.950931924109162e-05,0.00010892236370921586
1.4776622266672614e-32,0.10823842985787041,3.539261108625034e-05,0.0001574569781450997
1.379861096678847e-32,0.10832838239099118,2.6550896690102834e-05,0.00018498105350004854
2.1490168296120906e-32,0.12421432295275102,0.0003494050988967188,0.0010233390706984977
1.629015744627537e-32,0.10250056678704801,7.329136869638887e-06,0.00013975785360330461
1.4670294884326237e-32,0.11512144024290577,2.6804924940606117e-05,0.000249109517453334
2.1074889651862408e-32,0.11323652264063383,1.0776771073284681e-05,0.00026520548615110024
1.5658211683273307e-32,0.11262731031103769,9.073844636568264e-05,0.0005552727027777167
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.0426016770208505e-32,0.12042904758837097,3.866369792515535e-05,0.00038696939413089874
2.0495104491520836e-32,0.11959384612016928,9.884307275355626e-05,0.0007028428285899623
1.9664672589067926e-32,0.09643377323010398,4.48081382743917e-06,0.0001872268443740795
2.3753135980775908e-32,0.13663307997967217,0.0003305213978322479,0.00123468349212972
1.8056094772886688e-32,0.10545752973362492,8.405766031704271e-05,0.00048177553423547534
1.0507477556614242e-32,0.10265234129863271,8.522795012527658e-05,6.25873607223633e-05
1.8009952701302409e-32,0.11930434428236873,0.00022730313467017767,0.0006075411348950797
1.5896194432911784e-32,0.11001600376863899,3.6038382820834667e-05,0.000271746642948219
1.6186337785210745e-32,0.13818311495357105,0.00040580573787546924,0.0005756759362945109
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
2.258152859794034e-32,0.10923057537935513,4.261313559707619e-06,0.00022368900359542962
2.280622042478552e-32,0.11044190627848852,7.2156485721217275e-06,0.00024076787890068752
2.280622042478552e-32,0.11044190627848852,7.2156485721217275e-06,0.00024076787890068752
2.250930622502582e-32,0.11538962014052606,3.0335379629687105e-05,0.00031884989381154703
2.3073041969164165e-32,0.11511902196090844,2.512878977359519e-05,0.00030529276407617714
2.221239202526612e-32,0.11512192438189275,1.2730486425757287e-05,0.0003111473724375214
1.528907511059909e-32,0.11934145902039325,0.00013347317355879703,0.0006897308269748632
1.454077108012363e-32,0.11985574694301909,8.69632070799103e-06,0.0005432451962423297
1.240318945955634e-32,0.12194561741825367,4.2769887496431844e-05,0.00026966820372269093
1.576767371722188e-32,0.1051420611201344,2.5518055800971583e-05,0.0001966349184879185
1.3930893264401005e-32,0.13144663036894638,0.0005265198478445905,0.0018152088705926045
1.7447721589933115e-32,0.11749624498179453,1.7640238094566948e-05,0.0004198116113528362
2.3035426149937852e-32,0.14378055615244567,0.0002041844350762517,0.0006066169064401401
2.068982904904905e-32,0.12397073490015349,1.4228529240031946e-05,0.00044529052764864883
