robustpca_score,manifold_score
0.021732562784878492,1.3642003772742921e-34
0.023046774258288882,1.2955975025021192e-09
0.023896391132923526,1.3770171683327043e-06
0.021732562784879395,1.3642003772742921e-34
0.022377115442779264,0.0003146787503449161
0.021732562784878756,1.3642003772742921e-34
0.021732562784878756,1.3642003772742921e-34
0.02006392754022811,0.00014908730531233136
0.01868355300449934,0.0005818376782693057
0.018332250107042657,0.0016116117439496926
0.017765649650713717,0.001284342112261428
0.02477261573414229,0.002799496444002862
0.0355392583514342,0.008137710738545382
0.03763786593441309,0.012422535230500823
0.016297999614012012,4.123266030362516e-05
0.02531078140558625,0.000866642777615115
0.02020277536993702,0.00036894122270642726
0.02345970312648016,0.0006514434482611003
0.02229897403460197,5.489532503151154e-07
0.021732562784878756,1.3642003772742921e-34
0.024716463570190184,0.0013478008076130107
0.02386684669554183,0.0007034670679471039
0.02213198389496381,2.56532002178358e-08
0.026445390889076586,0.0060809403608911876
0.02440268631986355,0.002225125141745872
0.032646841178238094,0.012369872703571358
0.011856155215415753,0.00018203004321814043
0.03135760166159987,0.0039278811286880865
0.02203625189427465,0.0010220658335749484
0.02316404396500993,0.00034216082776341493
0.021732562784878756,1.3642003772742921e-34
0.02020277536993702,0.00036894122270641425
0.021732562784878756,1.3642003772742921e-34
0.021732562784878756,1.3642003772742921e-34
0.02213198389496381,2.5653200217814584e-08
0.02213198389496381,2.5653200217820907e-08
0.02229897403460197,5.489532503151154e-07
0.020164690113790202,9.649820047285617e-05
0.012580697439258421,1.884072762775149e-05
0.018344613337993046,0.0007299651982227186
0.016870233285995063,0.0003276530533112383
0.03142186791542042,0.0006783867649533976
0.035463080740532366,0.006747045975169661
0.03499743013654113,0.005269590496192467
0.020517308678903796,0.0001252421927702063
0.021732562784878756,1.3642003772742921e-34
0.022464119001716798,0.00012165007575840796
0.021732562784878756,5.297561207705775e-34
0.021732562784878756,1.3642003772742921e-34
0.0230467742582889,1.2955975025053822e-09
0.02181070419302293,0.0003323886979075847
0.017130014684404046,0.0026649373885638105
0.021732562784878756,5.297561207705775e-34
0.031087658336866483,0.009158376658167816
0.015368550873971237,0.005150948469433872
0.03130070314688869,0.0019015829208758883
0.04276107872271481,0.015028537489010447
0.031201956689701927,0.001603852117461637
0.03758432496686128,0.004670209744493004
0.021356565908218172,4.4743853604499396e-05
0.021565572645196734,2.2819560202475505e-06
0.024897852537394974,0.00013632372332663244
0.023613185508045545,1.5798193205630682e-07
0.0230467742582889,1.2955975025021192e-09
0.02213198389496381,2.565320021783956e-08
0.021732562784878756,1.3642003772742921e-34
0.02386684669554183,0.0007034670679471039
0.024897852537394974,0.0001363237233266301
0.0190257130307317,0.010429115673843574
0.01587325424713691,0.00021413358017249642
0.02329840105323805,0.0007164421714018564
0.023813586330018132,4.7545796225182656e-05
0.019275451960001824,0.0020632882490721443
0.032226358116087477,0.005321308703042606
0.02892019401455367,0.006240949635112485
0.020462294583048605,6.60032241357709e-34
0.020462294583048605,3.209883240645393e-35
0.017297004813713972,0.0009753827868830708
0.017297004813713972,0.0009753827868830708
0.018444226157564997,0.0027433932509545
0.018894421928820872,1.906401600939797e-05
0.020462294583048605,5.135813185032629e-34
0.01914808310963539,3.041686485778881e-05
0.01871679543135155,0.0005747205427113156
0.014479347409268392,0.0010250625199691647
0.015823760459069237,4.71046572872191e-05
0.023115078799786925,0.001745108117767774
0.016558571319707917,0.0005493187708707728
0.015246159480997648,1.350394107212836e-05
0.02323036706359526,0.0006371867041753881
0.018778193492285822,3.3336275010597764e-05
0.015484011790712337,0.0009643774674700013
0.020462294583048605,6.921310737641629e-34
0.020462294583048605,5.135813185032629e-34
0.020462294583048605,6.921310737641629e-34
0.020462294583048605,5.135813185032629e-34
0.023329979883167224,8.287839944191477e-10
0.02268598924799529,2.9010942322987323e-06
0.01733706678917504,5.3682683180042376e-05
0.04189003380903603,0.0032497173055262667
0.023157640909439874,0.0038911906666850415
0.026361154624404363,0.009060162393666346
0.01422099829033358,0.000270982259869216
0.022550019869459193,0.0001973099460952627
0.03617116364550502,0.0030347740596666072
0.020462294583048605,6.60032241357709e-34
0.015743531003823936,7.593753003652065e-07
0.016026736628702267,9.370107137007406e-07
0.016026736628702267,9.370107137009081e-07
0.0171595591282156,9.30742938108683e-06
0.018894421928820872,1.9064016009397688e-05
0.020462294583048605,5.135813185032629e-34
0.02285298304264488,8.389461671344441e-05
0.03432435811418313,0.001084978074795671
0.025854846367019305,0.00011125987659322905
0.01862360467272696,8.152144816352685e-05
0.019807090797131915,0.0039025945412862265
0.022747324626595133,7.338294775171985e-05
0.03381362682393247,0.0012409338561022146
0.02831680347072878,0.008588090052629232
0.02268598924799529,2.901094232298659e-06
0.014096592004704677,0.000144278975258147
0.02268598924799529,2.901094232298659e-06
0.02442085898089863,1.3842621475283258e-34
0.02442085898089863,5.175936725540696e-34
0.02268598924799529,2.901094232298777e-06
0.02442085898089863,1.3842621475283258e-34
0.02442085898089863,1.2839532962581572e-34
0.024205307325261913,0.0013432653927343352
0.013865364468607836,8.526009906172895e-05
0.026762210192892256,0.00513050771997864
0.011962308098968628,8.186926591180042e-05
0.02766767962282306,0.0057017177581772625
0.03021315529997313,0.002138062027089163
0.02802214335037202,0.009305860172552435
0.010774088234097713,0.0002545410952549368
0.023976977560089346,0.00013144234971206866
0.02046631435285889,0.0007584411408669945
0.0173977944192295,0.0001495083360586755
0.022548434007010548,7.588146698713313e-05
0.02245682624821654,2.036796064790598e-05
0.025991353485691825,0.00010053848218743477
0.020696376047512854,1.8399653192831428e-06
0.02275609476269565,4.3390876834805513e-10
0.022721552441793424,1.5246945393065616e-34
0.022740949146154238,7.382731453484404e-34
0.021153679787565688,8.024708101613482e-36
0.02946832383234139,1.925929944387236e-34
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,2.2148194360453212e-33
0.02046631435285889,0.000758441140866989
0.0173977944192295,0.00014950833605867695
0.022548434007010548,7.588146698713238e-05
0.02245682624821654,2.0367960647909148e-05
0.025991353485691825,0.00010053848218743477
0.020696376047512854,1.8399653192832743e-06
0.02275609476269565,4.3390876834805513e-10
0.022721552441793424,1.5246945393065616e-34
0.022740949146154238,1.2839532962581572e-34
0.021153679787565688,1.6049416203226965e-35
0.02946832383234139,0.0
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,5.137067045673506e-34
0.028315017898034204,9.763606508238234e-10
0.02498754857133148,4.3048986975470954e-10
0.022548434007010548,7.588146698713679e-05
0.02245682624821654,2.0367960647906322e-05
0.025991353485691825,0.0001005384821874328
0.020696376047512854,1.8399653192831428e-06
0.02275609476269565,4.3390876834805513e-10
0.022721552441793424,1.5246945393065616e-34
0.022740949146154238,7.382731453484404e-34
0.021153679787565688,1.3654542379151692e-34
0.02946832383234139,0.0
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,1.2538606408771066e-37
0.028315017898034204,9.763606508238234e-10
0.02498754857133148,4.3048986975470954e-10
0.0192306300592914,1.1686457441571712e-06
0.025185306270623712,5.0241332024340365e-06
0.020696376047512854,1.8399653192831428e-06
0.02275609476269565,4.3390876834805513e-10
0.022721552441793424,1.5246945393065616e-34
0.022740949146154238,8.365758195932056e-34
0.021153679787565688,0.0
0.02946832383234139,4.0123540508067415e-35
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,5.137067045673506e-34
0.028315017898034204,9.763606508239117e-10
0.02498754857133148,4.3048986975505954e-10
0.0192306300592914,1.168645744157232e-06
0.025185306270623712,5.024133202433029e-06
0.021987579558189547,3.295994078559355e-05
0.020931188216403784,2.0118055764035506e-05
0.0305205599046892,0.00019567734120803262
0.02275609476269565,4.3390876834868803e-10
0.022721552441793424,4.0123540508067415e-35
0.022740949146154238,7.081804899673899e-34
0.021153679787565688,8.150094165701194e-36
0.02946832383234139,3.209883240645393e-35
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,1.2538606408771066e-37
0.028315017898034204,9.763606508241028e-10
0.02498754857133148,4.3048986975505954e-10
0.0192306300592914,1.1686457441576636e-06
0.025185306270623712,5.024133202433029e-06
0.021987579558189547,3.295994078559602e-05
0.020931188216403784,2.0118055764036275e-05
0.0305205599046892,0.00019567734120803262
0.037982501566788736,0.0005677353829288113
0.022721552441793424,4.0123540508067415e-35
0.022740949146154238,7.382731453484404e-34
0.021153679787565688,0.0
0.02946832383234139,0.0
0.011239316303846452,3.209883240645393e-35
0.029026803039144414,0.0
0.028315017898034204,9.763606508240265e-10
0.02498754857133148,4.3048986975505954e-10
0.0192306300592914,1.1686457441575266e-06
0.025185306270623712,5.024133202433029e-06
0.021987579558189547,3.295994078559351e-05
0.020931188216403784,2.0118055764035506e-05
0.0305205599046892,0.00019567734120803622
0.037982501566788736,0.000567735382928812
0.03541184913748351,0.001287178475282533
0.018815361830694953,0.0007993257812443998
0.026271939162538418,0.001713870205771707
0.02442085898089863,1.2839532962581572e-34
0.02442085898089863,5.175936725540696e-34
0.02442085898089863,5.175936725540696e-34
0.02442085898089863,1.2839532962581572e-34
0.020462294583048605,6.921310737641629e-34
0.018982351914538384,0.000514996896071102
0.01989339536545921,0.0010748191613938966
0.030440136555900943,0.004025922267029914
0.02928841845519969,0.0004057226253076844
0.0169595412875422,0.0016701090375176454
0.029798272405744463,0.0017265718759847143
0.009473037534754737,0.0006469734992365123
0.018186683663810044,4.960086645646567e-05
0.01816102053268669,0.0015159165175607251
0.0232001201633399,0.0006009198566866966
0.016593147878458937,1.4105996938416483e-05
0.02832107152909368,0.00022044189927308193
0.016593147878458937,1.4105996938417468e-05
0.015743531003823936,7.593753003651292e-07
0.016026736628702267,9.370107137004899e-07
0.030949065497278477,0.003146763923523626
0.031454480153618396,3.497252893954002e-05
0.039579698947943,0.002919346805894518
0.019958214136796774,0.00018329905378561314
0.017842185856473017,9.404395123845605e-05
0.02108110564433448,0.0010300329648302907
0.01853814319121568,0.00010318939825507016
0.03096396531241701,0.0018771920154476264
0.020462294583048605,5.135813185032629e-34
0.02231337286215468,0.0012651486024113873
0.0230467742582889,1.2955975025021192e-09
0.023329979883167224,8.287839944204526e-10
0.018727431782443342,0.00300538011858143
0.023329979883167224,8.287839944204526e-10
0.023329979883167224,8.287839944204526e-10
0.018727431782443342,0.0030053801185813793
0.016434698527306665,0.0008847130217057493
0.016891600031228353,0.00012524817879316834
0.017240294687628808,0.0001608763116572762
0.023469336051985173,0.0020319144375516214
0.024119983566414056,0.00040456122054619145
0.022609341656371285,0.003954653283232165
0.016499785531495365,0.00025863077428180196
0.045280946174503726,2.7812239252617718e-05
0.05068186333645711,0.0006546520694929067
0.03851321952114204,5.218567987330518e-34
0.046092959477059776,4.812325557763959e-07
0.04216484233304149,0.0006285168139658917
0.043225274176941185,1.6853285526710475e-10
0.043454825802040055,4.97770032340847e-06
0.04065733260201875,9.831543524979684e-06
0.032785257384334576,0.000599265982884154
0.04306601815131476,0.0020458266009378057
0.0607707122778522,0.00458479613017578
