column_a,column_b,column_c,column_d,column_e,column_f
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.04658404853366819,-0.19450152335161527,0.5486668308798465,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5457823655167537,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.25152587196954523,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5457823655167537,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5457823655167537,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5544357616060318,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5544357616060318,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5428979001536611,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.19450152335161527,0.5544357616060318,0.25152587196954523,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.25152587196954523,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5515512962429391,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5457823655167537,0.24473302152864668,0.04447561381889267,-0.04741491498969903
0.04658404853366819,-0.2817842059367358,0.5515512962429391,0.27190442329224096,0.04447561381889267,-0.04741491498969903
0.04658404853366819,-0.2163221939978954,0.5400134347905684,0.25152587196954523,0.04447561381889267,-0.10202895319772932
-0.013000199590791128,-0.12903951141277484,0.5342445040643831,0.21076876932415378,0.014939569760060712,-0.10202895319772932
0.02672263249218175,-0.12903951141277484,0.5717425537845878,0.19718306844235664,0.024784917779671366,-0.10202895319772932
0.04658404853366819,-0.2599635352904557,0.5457823655167537,0.2651115728513424,0.04447561381889267,-0.04741491498969903
0.04658404853366819,-0.23814286464417556,0.5227066426120124,0.25831872241044385,0.024784917779671366,-0.04741491498969903
0.04658404853366819,-0.2599635352904557,0.5602046923322171,0.27190442329224096,0.08385700589733529,-0.04741491498969903
-0.013000199590791128,-0.12903951141277484,0.5371289694274758,0.19718306844235664,-0.0047511262791605936,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5602046923322171,0.2379401710877481,0.024784917779671366,-0.04741491498969903
0.02672263249218175,-0.23814286464417556,0.5630891576953099,0.24473302152864668,0.034630265799282016,-0.04741491498969903
0.04658404853366819,-0.17268085270533512,0.5602046923322171,0.22435447020595095,0.014939569760060712,-0.10202895319772932
0.02672263249218175,-0.2163221939978954,0.5400134347905684,0.24473302152864668,0.005094221740450059,-0.04741491498969903
0.02672263249218175,-0.19450152335161527,0.5342445040643831,0.2311473206468495,0.014939569760060712,-0.04741491498969903
0.04658404853366819,-0.2599635352904557,0.5515512962429391,0.25831872241044385,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.17268085270533512,0.516937711885827,0.2379401710877481,0.034630265799282016,-0.10202895319772932
0.02672263249218175,-0.23814286464417556,0.5659736230584025,0.25152587196954523,0.024784917779671366,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5573202269691245,0.22435447020595095,0.05432096183850332,-0.04741491498969903
0.04658404853366819,-0.19450152335161527,0.5457823655167537,0.2311473206468495,0.024784917779671366,-0.04741491498969903
0.02672263249218175,-0.17268085270533512,0.5457823655167537,0.22435447020595095,0.04447561381889267,-0.10202895319772932
0.04658404853366819,-0.2599635352904557,0.5342445040643831,0.28549012417403813,0.005094221740450059,-0.04741491498969903
0.02672263249218175,-0.2163221939978954,0.5400134347905684,0.2379401710877481,0.005094221740450059,-0.04741491498969903
0.06644546457515463,-0.2599635352904557,0.5573202269691245,0.25831872241044385,0.05432096183850332,-0.04741491498969903
0.02672263249218175,-0.150860182059055,0.5544357616060318,0.21756161976505237,0.024784917779671366,-0.04741491498969903
0.02672263249218175,-0.17268085270533512,0.5602046923322171,0.21756161976505237,0.014939569760060712,-0.10202895319772932
0.02672263249218175,-0.19450152335161527,0.5457823655167537,0.2311473206468495,-0.0047511262791605936,-0.04741491498969903
0.02672263249218175,-0.19450152335161527,0.5573202269691245,0.22435447020595095,0.024784917779671366,-0.10202895319772932
0.02672263249218175,-0.19450152335161527,0.5255911079751051,0.2379401710877481,0.014939569760060712,-0.04741491498969903
0.04658404853366819,-0.2163221939978954,0.5400134347905684,0.25152587196954523,0.034630265799282016,-0.10202895319772932
0.04658404853366819,-0.2599635352904557,0.5457823655167537,0.25831872241044385,0.06416630985811397,-0.04741491498969903
0.006861216450695312,-0.17268085270533512,0.5313600387012904,0.22435447020595095,0.014939569760060712,-0.04741491498969903
0.06644546457515463,-0.2599635352904557,0.5544357616060318,0.25831872241044385,0.08385700589733529,-0.04741491498969903
0.02672263249218175,-0.17268085270533512,0.5486668308798465,0.21756161976505237,0.05432096183850332,-0.10202895319772932
0.02672263249218175,-0.19450152335161527,0.5428979001536611,0.20397591888325523,-0.0047511262791605936,-0.10202895319772932
0.06644546457515463,-0.17268085270533512,0.5313600387012904,0.2311473206468495,0.04447561381889267,-0.04741491498969903
0.06644546457515463,-0.2163221939978954,0.5602046923322171,0.2379401710877481,0.06416630985811397,0.007199123218331267
0.006861216450695312,-0.08539817012021456,0.5544357616060318,0.16321881623786375,0.024784917779671366,-0.04741491498969903
0.02672263249218175,-0.150860182059055,0.5371289694274758,0.21076876932415378,0.005094221740450059,-0.04741491498969903
0.04658404853366819,-0.17268085270533512,0.5717425537845878,0.20397591888325523,0.024784917779671366,-0.10202895319772932
0.02672263249218175,-0.17268085270533512,0.5544357616060318,0.21076876932415378,-0.014596474298771247,-0.10202895319772932
0.04658404853366819,-0.2163221939978954,0.5630891576953099,0.22435447020595095,0.04447561381889267,-0.10202895319772932
0.04658404853366819,-0.23814286464417556,0.5515512962429391,0.2379401710877481,0.04447561381889267,-0.04741491498969903
0.02672263249218175,-0.17268085270533512,0.5515512962429391,0.21076876932415378,0.024784917779671366,-0.04741491498969903
0.04658404853366819,-0.23814286464417556,0.5573202269691245,0.2379401710877481,0.024784917779671366,-0.04741491498969903
